"ID","Year","Contact.Status","Admission.Substatus","Major.Interest","ACT","GPA","Date.App.Submitted","Date.App.Completed","Legacy","Co.Curricular","Gender","Ethnicity","Religious.Preference","HS.Name","City","State","Zip","Number.Campus.Visits","Royal15","Royal.ID","First.Visit","Last.Visit","Ind.Visit","Group.Visit","Schol.Visit","Award.Status","Comprehensive.Cost","Total.Gift","Total.Institutional.Gift","Gross.Need","Scholarship.Status"
"App ID-112619","2011 Fall",": Cancel","Cancel: Admit","Music",29,3.99,"9/20/2010","","","Band; Ministry; Service-Learning","Female","White","Lutheran (ELCA)","Woodbury HS","Woodbury","MN","55125",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112620","2011 Fall",": Cancel","Cancel: Admit","Pre-Medicine",29,4,"11/24/2010","","","Cross Country; Track & Field","Female","White","Catholic","Shanley HS","Fargo","ND","58102",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112621","2011 Fall",": Deposit","Paid","Communcation Studies and Theatre Art",29,2.97,"10/28/2010","","","","Male","White","Not Reported","Robbinsdale Armstrong HS","Plymouth","MN","55441",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112624","2011 Fall",": Deposit","Paid","Business - Organizational Leadership",28,4,"10/18/2010","","","Volleyball","Female","White","Other","Warren-Alvarado-Oslo HS","Angus","MN","56762",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112625","2011 Fall",": Deposit","Paid","Chemistry",34,4,"8/25/2010","","","","Male","White","Lutheran (Other)","Foley HS","Foley","MN","56329",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112626","2012 Fall",": Deposit","Paid","Undecided",29,4,"11/2/2011","","","","Male","Multiracial","Christian","Shanley HS","Fargo","ND","58104-6878",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112628","2011 Fall",": Cancel","Cancel: Admit","Nursing",0,NA,"2/2/2011","","","","Female","","Not Reported","Wayzata HS","Wayzata","MN","55391-2151",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112629","2011 Fall",": Cancel","Cancel: Admit","Nursing",0,NA,"1/13/2011","","","","Male","","Christian","","Fargo","ND","58103",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112632","2011 Fall",": Cancel","Cancel: Admit","Psychology",23,3.45,"8/24/2010","","","Cultural/Ethnic Clubs; Service-Learning; Speech","Female","Asian","American Lutheran Church","Delano Sr HS","Delano","MN","55328",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112633","2011 Fall",": Cancel","Cancel: Admit","Political Science",24,3.71,"10/18/2010","","","Swimming","Female","White","Lutheran (Other)","Milaca HS","Milaca","MN","56353",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112635","2010 Fall",": Cancel","Cancel: Admit","Business - Organizational Leadership",0,NA,"8/25/2010","","","","Female","Black or African-American","Not Reported","","Detroit Lakes","MN","56501",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112636","2011 Fall",": Cancel","Cancel: Admit","German",25,NA,"10/19/2010","","","","Female","White","Lutheran (Missouri Synod)","","Wausau","WI","54401",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112637","2012 Fall",": Cancel","Cancel: Admit","Undecided",22,3.5,"10/3/2011","","","","Female","Hispanic or Latino","Catholic","Bethlehem Acdmy","Faribault","MN","55021",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112638","2011 Fall",": Cancel","Cancel: Admit","Pre-Physical Therapy",23,3.52,"11/3/2010","","","Hockey; Service-Learning","Male","White","Lutheran (Other)","Delano Sr HS","Independence","MN","55359",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112639","2012 Fall",": Cancel","Cancel: Admit","Chemistry",19,3.36,"6/13/2011","","","Baseball; Soccer","Female","White","Not Reported","Billings West HS","Billings","MT","59102",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112640","2011 Fall",": Deposit","Paid","Music",22,3.49,"2/15/2011","","","Band; Student Government","Male","Asian","No Affiliation","Blaine HS","Blaine","MN","55449",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112641","2011 Fall",": Deposit","Paid","Nursing",31,3.94,"10/27/2010","","","","Female","White","Lutheran (ELCA)","Battle Lake HS","Battle Lake","MN","56515",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112643","2011 Fall",": Cancel","Cancel: Admit","Music",23,2.33,"12/21/2010","","","","Male","White","Episcopal (Anglican)","East HS","Denver","CO","80218",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112644","2012 Fall",": Deposit","Paid","Pre-Medicine",21,3.83,"6/13/2011","","","Service-Learning; Soccer; Track & Field","Female","Hispanic or Latino","United Pentecostal Church","Lytle HS","Natalia","TX","78059-2727",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112645","2011 Fall",": Deposit","Paid","Elementary Education",23,3.56,"10/11/2010","","","","Female","White","Lutheran (ELCA)","White Bear Lake Area HS","Lino Lakes","MN","55038",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112646","2011 Fall",": Cancel","Cancel: Admit","Business - Organizational Leadership",24,3.84,"11/19/2010","","","Service-Learning","Female","White","Not Reported","White Bear Lake Area HS","White Bear Lake","MN","55110",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112647","2012 Fall",": Deposit","Paid","Undecided",15,3.45,"10/31/2011","","","Journalism/Writing","Female","Asian","United Methodist","Park Center Senior High","Brooklyn Park","MN","55443",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112651","2011 Fall",": Deposit","Paid","Music Education",24,3.21,"10/4/2010","","","Choir","Female","White","Christian","Duluth East High School","Duluth","MN","55812",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112653","2011 Fall",": Deposit","Paid","Undecided",26,3.79,"1/21/2011","","","Theatre","Female","White","Christian","Byron HS","Byron","MN","55920",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112654","2011 Fall",": Deposit","Paid","Business - Organizational Leadership",21,2.64,"4/26/2011","","","Baseball; Football; Hockey","Male","White","Lutheran (ELCA)","Northfield HS","Northfield","MN","55057",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112655","2011 Fall",": Deposit","Paid","Undecided",26,3.94,"12/17/2010","","","Football; Service-Learning; Track & Field; Wrestling","Male","White","Christian","Willmar Sr HS","Willmar","MN","56201",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112656","2012 Fall",": Cancel","Cancel: Admit","Undecided",28,3.73,"10/17/2011","","","Band; Ministry; Service-Learning","Female","White","Lutheran (ELCA)","Robbinsdale Armstrong HS","Golden Valley","MN","55427",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112658","2011 Fall",": Cancel","Cancel: Admit","Chemistry",25,3.27,"9/20/2010","","","","Female","White","Lutheran (Other)","Watertown-Mayer HS","Watertown","MN","55388",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112661","2013 Fall",": Cancel","Cancel: Admit","Chemistry",32,3.47,"12/13/2012","","","Band","Male","White","Lutheran (ELCA)","Champlin Park HS","Champlin","MN","55316",1,0,NA,2013-03-06,2013-03-06,0,1,0,NA,NA,NA,NA,NA,NA
"App ID-112663","2011 Fall",": Cancel","Cancel: Admit","Undecided",19,2.56,"12/10/2010","","","Baseball; Choir; Other; Service-Learning; Track & Field","Female","White","Catholic","North Sargent HS","Gwinner","ND","58040",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112665","2011 Fall",": Cancel","Cancel: Admit","Music",23,3.63,"12/17/2010","","","Band; Ministry; Service-Learning","Male","White","Lutheran (ELCA)","Minot HS-Magic City Campus","Minot","ND","58701",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112667","2011 Fall",": Cancel","Cancel: Admit","English Literature",22,3.65,"11/29/2010","","","","Female","","Not Reported","Coon Rapids HS","Coon Rapids","MN","55433",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112668","2011 Fall",": Cancel","Cancel: Admit","Business",28,3.65,"11/24/2010","","","Football","Male","White","Lutheran (Other)","Shanley HS","Fargo","ND","58103",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112669","2011 Fall",": Cancel","Cancel: Admit","Nursing",30,4,"11/24/2010","","","","Female","Multiracial","Catholic","Shanley HS","Moorhead","MN","56560",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112670","2012 Fall",": Deposit","Paid","Business - Organizational Leadership",22,3,"9/19/2011","","","Band; Choir; Ministry; Other; ROTC","Male","White","Catholic","Shanley HS","Moorhead","MN","56560-6726",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112671","2011 Fall",": Cancel","Cancel: Admit","Chemistry",24,3.56,"1/25/2011","","","Baseball","Male","Black or African-American","Christian","Tartan Sr HS","Maplewood","MN","55119",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112672","2011 Fall",": Cancel","Cancel: Admit","Business",24,3.58,"10/26/2010","","","Soccer","Male","White","Lutheran (Missouri Synod)","West Fargo HS","Reiles Acres","ND","58102",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112673","2011 Spring",": Deposit","Paid","Business - Organizational Leadership",21,3.29,"9/23/2010","","","","Male","White","Not Reported","Moorhead HS","Georgetown","MN","56546",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112674","2011 Fall",": Cancel","Cancel: Admit","Nursing",28,3.39,"10/22/2010","","","Cross Country; Track & Field","Female","White","Not Reported","Albany Area Sr HS","Avon","MN","56310",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112675","2011 Fall",": Cancel","Cancel: Admit","International Business",27,3.65,"9/16/2010","","","","Female","White","No Affiliation","Unspecified","Cave Creek","AZ","85331-8142",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112676","2011 Fall",": Cancel","Cancel: Admit","German",0,NA,"9/3/2010","","","","Male","White","Catholic","Eagan HS","Eagan","MN","55123",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112677","2011 Fall",": Cancel","Cancel: Deposit","Music",29,3.93,"11/23/2010","","","","Female","White","Lutheran (ELCA)","Duluth East High School","Duluth","MN","55803",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112678","2011 Fall",": Cancel","Cancel: Admit","Nursing",27,3.87,"12/16/2010","","","Band; Ministry; Service-Learning","Female","White","Lutheran (ELCA)","Duluth Central HS-CLOSED","Duluth","MN","55811",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112679","2011 Fall",": Deposit","Paid","Music Education",25,3.54,"9/28/2010","","","Football","Male","White","Lutheran (Other)","Circle HS","DuPont","WA","98327",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112680","2011 Fall",": Cancel","Cancel: Admit","Music",34,3.56,"11/30/2010","","","Choir; Theatre","Male","White","Lutheran (ELCA)","Eden Prairie HS","Eden Prairie","MN","55346",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112681","2011 Fall",": Cancel","Cancel: Admit","Physics",28,4,"12/22/2010","","","Band; Cultural/Ethnic Clubs; Speech; Student Government","Male","White","Lutheran (Other)","Luck HS","Luck","WI","54853",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112682","2011 Fall",": Deposit","Paid","Environmental Studies",26,3.89,"10/25/2010","","","","Female","White","No Affiliation","Moorhead HS","Moorhead","MN","56560",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112683","2011 Fall",": Cancel","Cancel: Admit","Business",22,2.95,"12/14/2010","","","Baseball","Male","White","No Affiliation","Big Lake HS","Big Lake","MN","55309",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112684","2011 Fall",": Cancel","Cancel: Admit","Undecided",19,3,"10/4/2010","","","Baseball; Football","Male","White","Catholic","Wibaux Cnty HS","Wibaux","MT","59353",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112685","2011 Fall",": Cancel","Cancel: Admit","Nursing",22,3.47,"9/6/2010","","","","Female","White","Not Reported","Memorial Sr HS","Babbitt","MN","55706",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112686","2011 Fall",": Cancel","Cancel: Admit","Undecided",26,3.77,"9/6/2010","","","","Female","White","Catholic","Kearney Catholic HS","Kearney","NE","68845",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112688","2012 Fall",": Cancel","Cancel: Admit","Chemistry",30,3.67,"1/25/2012","","","Band","Female","White","Lutheran (ELCA)","Thomas Jefferson Sr HS","Bloomington","MN","55438",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112689","2012 Fall",": Cancel","Cancel: Admit","Undecided",28,3.93,"11/3/2011","","","Band; Ministry","Female","White","Lutheran (ELCA)","Lincoln HS","Hendricks","MN","56136-4047",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112690","2013 Fall",": Cancel","Cancel: Deposit","Pre-Pharmacy",30,3.36,"7/3/2012","","","Cross Country; Ministry; Service-Learning; Track & Field","Male","White","Not Reported","Park HS","Cottage Grove","MN","55016-4935",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112691","2013 Fall",": Deposit","Paid","Theatre Art",21,3.18,"10/1/2012","","","Choir; Ministry","Female","White","Lutheran (ELCA)","Robbinsdale Armstrong HS","New Hope","MN","55427",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112692","2013 Fall",": Cancel","Cancel: Deposit","Undecided",27,3.9,"11/12/2012","","","Choir; Journalism/Writing; Ministry","Female","White","Lutheran (Missouri Synod)","Cambridge Christian School","Cambridge","MN","55008",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112693","2013 Fall",": Deposit","Paid","Political Science",20,3.45,"6/19/2012","","","Ministry; Service-Learning; Speech","Female","White","Lutheran (ELCA)","Roseau HS","Roseau","MN","56751",1,0,NA,2013-02-22,2013-02-22,0,1,0,NA,NA,NA,NA,NA,NA
"App ID-112694","2011 Fall",": Deposit","Paid","Pre-Medicine",29,4,"11/3/2010","","","Golf","Female","White","Catholic","Crofton Cmnty School","Fordyce","NE","68736",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112695","2011 Fall",": Cancel","Cancel: Admit","Business - Organizational Leadership",29,3.87,"10/29/2010","","","Hockey; Soccer","Male","White","Christian","Sartell HS","Sartell","MN","56377",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112696","2011 Fall",": Cancel","Cancel: Admit","Undecided",24,2.89,"9/21/2010","","","","Male","White","No Affiliation","Hopkins HS","Golden Valley","MN","55427",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112697","2011 Fall",": Cancel","Cancel: Admit","Elementary Education",0,NA,"11/15/2010","","","Track & Field; Volleyball","Female","White","Catholic","Central HS","La Crosse","WI","54601",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112698","2011 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"1/14/2011","","","Football","Male","","Not Reported","Robert M Lafollette HS","Madison","WI","53716",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112699","2011 Fall",": Deposit","Paid","Elementary Education",23,3.34,"11/15/2010","","","","Female","White","Lutheran (Church of Brethren)","Moorhead HS","Moorhead","MN","56560",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112700","2012 Fall",": Cancel","Cancel: Admit","Music Education",32,3.96,"10/17/2011","","","Choir; Journalism/Writing; Other; Service-Learning; Speech","Female","White","Christian","Century HS","Rochester","MN","55906",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112701","2011 Fall",": Cancel","Cancel: Admit","Physics",26,3.87,"10/25/2010","","","Band; Choir","Female","White","Not Reported","Saint Francis HS","East Bethel","MN","55011",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112703","2012 Fall",": Deposit","Paid","Exercise Science",29,3.9,"9/6/2011","","","Baseball; Ministry","Male","White","Lutheran (ELCA)","Moorhead HS","Moorhead","MN","56560",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112704","2012 Fall",": Deposit","Paid","Undecided",18,3.08,"10/19/2011","","","","Female","White","Lutheran (ELCA)","Moorhead HS","Moorhead","MN","56560-5475",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112705","2012 Fall",": Deposit","Paid","Elementary Education",31,4,"7/29/2011","","","Band; Cross Country; Ministry; Track & Field","Female","White","Lutheran (Church of Brethren)","Davies HS Fargo","Fargo","ND","58104",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112706","2011 Fall",": Cancel","Cancel: Admit","Pre-Medicine",20,3.08,"10/14/2010","","","","Female","White","Lutheran (Other)","Jamestown HS","Jamestown","ND","58401",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112709","2012 Fall",": Cancel","Cancel: Deposit","Elementary Education",30,3.83,"9/29/2011","","","Band; Ministry; Orchestra; Service-Learning","Female","White","Lutheran (ELCA)","Mounds View HS","Shoreview","MN","55126",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112710","2011 Fall",": Deposit","Paid","Music Education",22,3.36,"10/25/2010","","","Choir","Female","White","Assemblies of God","Eastview HS","Apple Valley","MN","55124",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112711","2011 Fall",": Cancel","Cancel: Admit","Art: Studio",25,3.05,"9/27/2010","","","Band; Choir; Journalism/Writing; Ministry; Other","Female","White","Lutheran (Other)","Northfield HS","Northfield","MN","55057",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112712","2011 Fall",": Cancel","Cancel: Deposit","Pre-Pharmacy",29,3.88,"10/15/2010","","","Baseball; Football","Male","White","Lutheran (ELCA)","Fosston HS","Fosston","MN","56542",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112713","2011 Fall",": Cancel","Cancel: Deposit","Music",27,3.71,"12/7/2010","","","Choir","Female","White","Lutheran (Missouri Synod)","Detroit Lakes HS","Frazee","MN","56544",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112714","2011 Fall",": Deposit","Paid","Nursing",28,3.05,"11/1/2010","","","Choir; Service-Learning; Theatre","Female","White","United Methodist","Concordia Lutheran HS","The Woodlands","TX","77382",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112715","2012 Fall",": Deposit","Paid","Undecided",23,3.84,"9/16/2011","","","Band; Choir; Cross Country; Ministry; Other","Male","White","Lutheran (ELCA)","Alexandria Area HS","Alexandria","MN","56308",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112716","2011 Fall",": Deposit","Paid","Business: Marketing",21,3.92,"12/1/2010","","","Choir; Ministry","Female","White","Lutheran (ELCA)","Wadena/Deer Creek HS","Wadena","MN","56482",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112719","2011 Fall",": Cancel","Cancel: Deposit","Environmental Studies",27,3.5,"9/30/2010","","","","Female","White","Catholic","Alexandria Area HS","Alexandria","MN","56308",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112720","2013 Fall",": Deposit","Paid","Nursing",26,3.99,"10/26/2012","","","Band; Ministry; Service-Learning","Female","White","Lutheran (ELCA)","Proctor Sr HS","Proctor","MN","55810",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112722","2011 Fall",": Cancel","Cancel: Admit","Pre-Medicine",0,NA,"9/21/2010","","","","Female","","Catholic","North Miami Sr HS","Miami","FL","33161",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112723","2011 Fall",": Deposit","Paid","Exercise Science",28,3.9,"9/20/2010","","","ROTC","Female","White","Lutheran (ELCA)","North Branch HS","North Branch","MN","55056",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112727","2012 Fall",": Deposit","Paid","Undecided",32,4,"6/21/2011","","","Band; Choir; Ministry; Other; Service-Learning","Female","White","Lutheran (ELCA)","Big Lake HS","Big Lake","MN","55309",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112729","2011 Fall",": Deposit","Paid","Pre-Medicine",26,3.48,"11/12/2010","","","Band; Orchestra; Service-Learning; Speech","Female","White","Baptist (American)","Maple Grove Sr HS","Maple Grove","MN","55369",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112730","2011 Fall",": Deposit","Paid","Undecided",21,2.81,"1/6/2011","","","Football; Wrestling","Male","White","No Affiliation","Monticello HS","Big Lake","MN","55309",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112731","2011 Fall",": Cancel","Cancel: Admit","Undecided",19,NA,"10/22/2010","","","","Male","","Not Reported","Farmington Sr HS","Farmington","MN","55024",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112732","2011 Fall",": Cancel","Cancel: Admit","Undecided",26,2.84,"2/28/2011","","","Wrestling","Male","White","Christian","Windsor HS","Windsor","CO","80550",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112733","2011 Fall",": Cancel","Cancel: Admit","Undecided",25,3.99,"12/16/2010","","","Baseball; Football; Wrestling","Male","White","Lutheran (Other)","Dilworth-Glyndon-Felton HS","Glyndon","MN","56547",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112735","2011 Fall",": Cancel","Cancel: Admit","Environmental Studies",22,3.39,"2/8/2011","","","Football","Male","","Not Reported","Albany Area Sr HS","Avon","MN","56310",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112739","2011 Fall",": Cancel","Cancel: Admit","Communcation Studies and Theatre Art",28,3.96,"11/5/2010","","","Band; Journalism/Writing; Radio/TV","Female","White","Catholic","Granada-Huntley East Chain","Granada","MN","56039",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112740","2011 Fall",": Deposit","Paid","Undecided",29,3.89,"1/11/2011","","","","Female","White","Lutheran (ELCA)","North HS","Fargo","ND","58102",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112742","2011 Fall",": Cancel","Cancel: Admit","English Literature",29,3.29,"9/20/2010","","","Choir; Journalism/Writing; Ministry; Other; Service-Learning","Female","White","Baptist (Conservative)","Stillwater Area Sr HS","Stillwater","MN","55082",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112743","2011 Fall",": Cancel","Cancel: Admit","Undecided",21,3.65,"9/20/2010","","","","Male","White","Not Reported","Wilmot HS","Twin Lake","WI","53181",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112744","2011 Fall",": Cancel","Cancel: Admit","Undecided",17,3.72,"12/21/2010","","","Band; Ministry","Female","White","Not Reported","Unspecified","Lake Park","MN","56554",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112745","2011 Fall",": Deposit","Paid","Psychology",28,3.68,"9/20/2010","","","Band; Choir; Ministry; Other; Radio/TV","Female","White","Disciples of Christ","Dawson Cnty HS","Glendive","MT","59330",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112746","2011 Fall",": Cancel","Cancel: Deposit","Business",31,4,"11/17/2010","","","Choir; Service-Learning; Swimming","Female","White","Lutheran (ELCA)","Fosston HS","Fosston","MN","56542",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112747","2012 Fall",": Cancel","Cancel: Admit","Elementary Education",0,3.11,"1/23/2012","","","","Female","White","Lutheran (ELCA)","Wayzata HS","Plymouth","MN","55441",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112749","2011 Fall",": Cancel","Cancel: Admit","Accounting",22,3.18,"10/13/2010","","","Hockey","Female","American Indian or Alaska Native","American Lutheran Church","Bottineau HS","Newburg","ND","58762",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112750","2012 Fall",": Cancel","Cancel: Admit","Business - Organizational Leadership",19,3.33,"8/30/2011","","","Hockey","Female","White","Not Reported","Bemidji HS","Bemidji","MN","56601",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112751","2011 Fall",": Cancel","Cancel: Admit","Math Education",0,NA,"11/29/2010","","","Football","Male","Black or African-American","Christian","Bradshaw Christian School","Sacramento","CA","95828",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112752","2011 Fall",": Cancel","Cancel: Admit","Classical Studies",0,3.73,"10/4/2010","","","","Female","","Christian","Nevada Union HS","Chicago Park","CA","95712",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112753","2012 Fall",": Cancel","Cancel: Admit","Nursing",24,3.63,"9/6/2011","","","Band; Ministry; Service-Learning; Soccer","Female","White","Lutheran (Missouri Synod)","Alexandria Area HS","Garfield","MN","56332",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112754","2011 Fall",": Cancel","Cancel: Admit","Business: Management Information Systems",0,NA,"11/8/2010","","","","Male","Black or African-American","Christian","Spring Lake Park Schools","Blaine","MN","55449",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-112755","2012 Fall",": Deposit","Paid","Accounting",30,3.96,"10/11/2011","","","Choir; Ministry","Female","White","Lutheran (ELCA)","Centennial HS","Lino Lakes","MN","55038",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
