"ID","Year","ACT","GPA","HS.Percentile","Date.App.Submitted","Date.App.Completed","Date.Deposited","Zip","Royal15","Cost.of.Attendance","Total.Gift","Total.Institutional.Gift","Gross.Need","Date.FAFSA.Received","Date.Award.Packaged","Date.CREDO.Invitation.Sent","Date.CREDO.Contract.Received","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Final.Status","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator"
"App ID-182879","2016 Fall",0,3.39,86,"2015-12-11",NA,NA,90262,1,NA,0,0,0,NA,NA,NA,NA,NA,42057,70650,0.4056,NA,NA,NA,0,0,0,0,0,0,0,1
"App ID-182896","2016 Fall",21,3.81,0,"2015-12-08","2016-01-21",NA,90037,1,44668,0,0,48358,"2016-02-19",NA,NA,NA,1429.97,26638,61536,0.2007,NA,NA,NA,0,0,0,0,0,0,0,1
"App ID-182911","2016 Fall",0,3.49,85,"2015-12-08","2015-12-15",NA,92376,1,44668,26265,16450,48188,"2016-02-05","2016-03-08",NA,NA,1387.51,44965,85647,0.6321,NA,NA,NA,0,0,0,1,0,0,0,1
"App ID-183040","2016 Fall",21,2.93,51,"2015-12-11","2015-12-11",NA,96819,1,44668,0,0,43241,"2016-02-05",NA,NA,NA,3799.22,74812,53482,0.0731,NA,NA,NA,0,0,0,1,0,1,0,0
"App ID-183091","2015 Fall",20,3.57,78,"2015-02-03","2015-03-02","2015-04-20",49913,0,43064,0,0,38676,"2015-02-18",NA,NA,NA,391.76,32429,7495,0.9626,NA,NA,NA,0,0,0,0,1,0,0,0
"App ID-183152","2016 Fall",26,3.87,90,"2015-10-21","2015-10-22",NA,58103,0,NA,0,0,0,NA,NA,NA,NA,2.52,42616,48506,0.8627,521,0.0107,NA,1,0,0,0,0,1,0,0
"App ID-183237","2016 Fall",31,3.98,0,"2015-09-28","2015-10-14",NA,56362,0,NA,0,0,0,NA,NA,NA,NA,140.89,55396,5635,0.9886,22,0.0039,NA,0,0,0,1,0,0,0,0
"App ID-183266","2015 Fall",25,3.71,81,"2015-01-31","2015-02-10","2015-04-27",55329,0,43064,26946,21660,0,"2015-03-03","2015-08-14",NA,NA,148.65,47969,1930,0.9565,1,5e-04,225,0,0,0,0,1,0,0,0
"App ID-183360","2016 Fall",28,4,99,"2016-01-04","2016-01-08",NA,58104,1,44668,30000,30000,42223,"2016-03-29","2016-03-29","2016-02-01",NA,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,1,0,0,1,1
"App ID-183453","2015 Fall",25,3.22,56,"2015-02-28","2015-03-11",NA,57105,0,43064,18750,18750,27540,"2015-03-19","2015-03-31",NA,NA,230.71,52517,23011,0.889,33,0.0014,NA,0,0,0,1,0,0,0,0
"App ID-183659","2015 Fall",22,3.62,57,"2015-01-28","2015-03-27",NA,58501,0,43064,20860,20860,0,"2015-04-17","2015-04-20",NA,NA,189.73,57549,28730,0.9447,94,0.0033,NA,0,0,0,1,0,0,0,0
"App ID-183703","2015 Fall",21,3.52,60,"2015-01-28","2015-02-03",NA,85295,0,41484,26330,26330,38972,"2015-02-04","2015-03-15",NA,NA,NA,87267,39947,0.8234,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-183705","2016 Fall",21,3.57,0,"2015-12-01","2016-01-25",NA,56479,1,44668,25696,15760,0,"2016-03-04","2016-03-15",NA,NA,99.77,39835,4806,0.97,30,0.0062,372,1,1,0,0,0,0,0,1
"App ID-183724","2015 Fall",19,3.56,65,"2015-02-03","2015-02-10","2015-02-25",56585,0,43064,28069,20330,41704,"2015-03-03","2015-04-28",NA,NA,28.07,45357,1207,0.9321,14,0.0116,NA,1,1,0,1,1,0,0,0
"App ID-183734","2015 Fall",21,3.55,75,"2015-01-29","2015-01-29",NA,55066,0,NA,0,0,0,NA,NA,NA,NA,258.13,52069,18423,0.9392,36,0.002,809,0,1,0,0,0,0,0,0
"App ID-183773","2015 Fall",23,3.99,96,"2015-02-24","2015-03-03",NA,83263,0,43064,27600,27600,40593,"2015-05-19","2015-06-04",NA,NA,805.46,48309,8848,0.9777,NA,NA,NA,0,0,0,0,0,0,0,0
"App ID-183798","2016 Fall",24,3.51,73,"2015-12-11","2015-12-11",NA,58746,1,NA,0,0,0,NA,NA,NA,NA,276.17,56445,1470,0.9449,1,7e-04,NA,1,0,0,1,0,0,0,0
"App ID-183866","2015 Fall",25,3.63,80,"2015-01-29","2015-02-10",NA,58078,0,43064,24490,24490,36067,"2015-02-04","2015-03-23",NA,NA,6.17,69383,28728,0.9095,310,0.0108,6335,0,0,0,0,0,0,0,0
"App ID-183868","2015 Fall",31,3.75,71,"2015-01-29","2015-02-11","2015-04-10",56258,0,43064,20980,20980,23842,"2015-02-26","2015-04-09","2015-03-26",NA,173.52,49628,15523,0.8847,38,0.0024,NA,0,1,0,1,1,0,0,0
"App ID-183921","2016 Fall",29,3.98,96,"2015-11-02","2015-11-02",NA,56273,0,NA,0,0,0,NA,NA,NA,NA,136.7,61131,4825,0.9838,36,0.0075,446,0,1,1,1,0,0,0,0
"App ID-183949","2015 Fall",22,3.54,58,"2015-01-31","2015-03-31","2015-05-19",57078,0,43064,30855,21080,0,"2015-03-12","2015-04-07",NA,NA,276.72,48204,19048,0.9175,8,4e-04,NA,0,0,0,0,1,1,0,0
"App ID-184011","2016 Fall",22,3.57,66,"2015-12-18","2015-12-21",NA,55313,1,44668,15000,15000,1124,"2016-03-01","2016-03-15",NA,NA,181.05,69136,23214,0.9699,84,0.0036,1626,1,0,0,0,0,0,1,1
"App ID-184015","2015 Fall",21,3.38,71,"2015-01-30","2015-02-12",NA,55352,0,43064,23338,13700,45044,"2015-03-03","2015-03-25",NA,NA,213.55,76813,8884,0.9536,23,0.0026,438,0,0,0,0,0,0,0,0
"App ID-184016","2015 Fall",18,3.83,87,"2015-01-30","2015-02-09",NA,56352,0,NA,0,0,0,NA,NA,NA,NA,125.37,48561,6006,0.9189,11,0.0018,439,0,0,1,0,0,1,0,1
"App ID-184019","2015 Fall",18,3.19,45,"2015-01-31","2015-02-17","2015-06-19",55130,0,43064,25937,19290,41172,"2015-04-28","2015-07-16",NA,NA,NA,30520,16148,0.3317,1,1e-04,NA,0,0,0,1,1,1,0,0
"App ID-184020","2015 Fall",26,3.9,90,"2015-01-31","2015-02-02",NA,56560,0,43064,21040,21040,23384,"2015-02-18","2015-03-18",NA,NA,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,1,1,0,0,0,0
"App ID-184022","2015 Fall",16,3.16,54,"2015-02-01","2015-02-23",NA,54723,0,NA,0,0,0,NA,NA,NA,NA,260.36,49286,1218,0.9704,NA,NA,62,0,0,0,0,0,0,0,0
"App ID-184027","2015 Fall",23,3.65,99,"2015-02-15","2015-02-17",NA,59450,0,43064,15500,15500,10786,"2015-02-03","2015-03-15",NA,NA,658.4,52353,526,0.981,2,0.0038,NA,0,0,1,1,0,0,0,1
"App ID-184029","2015 Fall",23,3.74,69,"2015-02-01","2015-03-16",NA,58104,0,NA,0,0,0,NA,NA,NA,NA,3.65,66172,31429,0.9349,607,0.0193,NA,0,1,0,1,0,0,0,0
"App ID-184030","2015 Fall",0,3.52,71,"2015-02-01","2015-02-17",NA,8527,0,43064,0,0,46484,"2015-04-17",NA,NA,NA,NA,87426,55285,0.8715,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-184073","2015 Fall",31,3.98,98,"2015-02-02","2015-02-05",NA,80136,0,NA,0,0,0,NA,NA,NA,NA,620.37,76620,5074,0.9365,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-184101","2016 Fall",28,3.64,88,"2015-10-09","2015-10-26","2016-03-04",55304,0,44668,31537,22500,47662,"2016-02-05","2016-05-09","2016-02-01","2016-02-17",200.45,92392,46901,0.9383,111,0.0024,1614,1,0,0,0,1,0,0,1
"App ID-184109","2016 Fall",23,2.37,0,"2015-10-29","2015-10-30","2016-03-21",56377,0,NA,0,0,0,NA,NA,NA,NA,149.24,75050,17801,0.9389,94,0.0053,NA,1,0,1,0,0,0,0,0
"App ID-184126","2015 Fall",25,3.02,55,"2015-02-03","2015-02-03",NA,80226,0,41484,19310,19310,0,"2015-02-10","2015-03-17",NA,NA,646.48,52308,31616,0.8902,8,3e-04,NA,0,0,0,1,0,0,0,0
"App ID-184138","2016 Fall",19,2.71,32,"2015-12-11","2015-12-15","2016-03-03",56572,1,44668,0,0,45655,"2016-03-17",NA,NA,NA,37.95,49727,5149,0.8679,79,0.0153,266,1,0,0,0,1,0,0,1
"App ID-184153","2016 Fall",27,4,99,"2015-09-06","2015-09-18",NA,54401,0,NA,0,0,0,NA,NA,NA,NA,365.67,47025,30896,0.8462,2,1e-04,NA,0,0,0,0,0,0,0,1
"App ID-184162","2015 Fall",29,2.74,0,"2015-02-03","2015-02-26",NA,56449,0,43064,24806,20310,42033,"2015-02-04","2015-04-27",NA,NA,128.73,55875,1996,0.978,1,5e-04,NA,0,0,0,0,0,0,0,1
"App ID-184375","2016 Fall",19,3.67,51,"2015-12-16",NA,NA,89032,1,NA,0,0,0,NA,NA,NA,NA,NA,52110,43896,0.3875,NA,NA,NA,0,0,0,1,0,1,0,0
"App ID-184435","2016 Fall",23,3.99,93,"2015-10-26","2015-10-28",NA,56379,0,NA,0,0,0,NA,NA,NA,NA,152.83,54983,16440,0.9509,28,0.0017,1078,0,0,1,0,0,0,0,0
"App ID-184520","2015 Fall",24,3.68,74,"2015-02-26","2015-03-02","2015-03-20",55811,0,43064,15500,15500,0,"2015-04-24","2015-04-27",NA,NA,216.72,58392,26739,0.9406,47,0.0018,626,0,0,0,1,1,0,0,0
"App ID-184529","2015 Fall",30,3.5,65,"2015-02-07","2015-02-17",NA,66018,0,43064,20500,20500,26826,"2015-02-26","2015-03-23",NA,NA,552.42,52467,5949,0.8334,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-184531","2015 Fall",23,2.91,40,"2015-02-07","2015-02-10",NA,58102,0,NA,0,0,0,NA,NA,NA,NA,2.66,41554,31233,0.8977,362,0.0116,1671,0,1,0,1,0,0,0,0
"App ID-184532","2015 Fall",0,3.49,79,"2015-02-07","2015-02-09",NA,10461,0,NA,0,0,0,NA,NA,NA,NA,1209.16,52230,52435,0.4973,NA,NA,NA,0,0,0,0,0,0,0,0
"App ID-184537","2015 Fall",24,4,97,"2015-02-09","2015-02-13",NA,85339,0,43064,23997,20997,46484,"2015-02-26","2015-04-17",NA,NA,1234.3,63690,39137,0.5571,NA,NA,NA,0,0,0,1,0,1,0,0
"App ID-184546","2016 Fall",31,3.37,67,"2016-01-04","2016-02-15",NA,59718,1,44668,16500,16500,0,"2016-02-05","2016-03-07",NA,NA,693.54,54196,28037,0.9475,35,0.0012,NA,1,1,0,1,0,0,0,0
"App ID-184683","2016 Fall",26,3.09,83,"2015-10-17","2015-10-27",NA,55750,0,44668,26086,16150,47758,"2016-02-12","2016-03-09",NA,NA,221.61,49167,2025,0.9847,NA,NA,186,1,0,1,0,0,0,0,0
"App ID-184716","2016 Fall",24,3.58,69,"2015-10-07","2015-11-05","2016-04-05",59404,0,NA,0,0,0,NA,NA,NA,NA,685.03,55487,27373,0.9171,23,8e-04,NA,1,0,0,1,1,0,0,0
"App ID-184721","2016 Fall",22,3.99,89,"2015-10-21","2015-10-29",NA,56093,0,NA,0,0,0,NA,NA,NA,NA,248.62,52681,12728,0.9269,12,9e-04,522,1,0,0,0,0,0,0,1
"App ID-184848","2016 Fall",26,3.57,60,"2015-10-31","2015-11-02",NA,57042,0,NA,0,0,0,NA,NA,NA,NA,197.84,44798,9140,0.955,1,1e-04,NA,1,0,0,0,0,0,1,1
"App ID-185067","2016 Fall",24,4,99,"2015-09-05","2015-09-15",NA,81007,0,44668,0,0,44383,"2016-03-11",NA,NA,NA,715.13,64643,30674,0.869,NA,NA,NA,0,0,0,0,0,0,0,0
"App ID-185091","2016 Fall",31,4,99,"2015-09-01","2015-09-21",NA,59701,0,NA,0,0,0,NA,NA,NA,NA,750.71,36854,33406,0.9492,5,1e-04,NA,0,1,0,0,0,0,1,1
"App ID-185149","2016 Fall",28,3.08,0,"2016-02-15","2016-03-01",NA,57301,1,NA,0,0,0,NA,NA,NA,NA,226.07,49517,18431,0.9334,10,5e-04,NA,1,0,0,1,0,0,0,1
"App ID-185304","2016 Fall",0,3.58,0,"2015-10-30","2015-10-30",NA,55331,0,44668,0,0,0,"2016-02-05",NA,NA,NA,204.46,105997,17056,0.9698,68,0.004,2750,0,0,0,0,0,1,0,0
"App ID-185307","2015 Fall",23,3.59,69,"2015-02-09","2015-02-12",NA,58501,0,43064,21520,21520,31192,"2015-03-03","2015-03-19",NA,NA,189.73,57549,28730,0.9447,94,0.0033,10914,0,1,0,1,0,0,0,0
"App ID-185314","2015 Fall",0,3.5,0,"2015-02-10","2015-02-13","2015-03-18",96271,0,43064,15500,15500,37215,"2015-02-19","2015-03-24",NA,NA,6532.99,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0
"App ID-185321","2016 Fall",28,3.81,0,"2015-09-23","2015-09-29",NA,56374,0,44668,27240,23750,36332,"2016-02-10","2016-04-29","2016-02-01",NA,145.87,64278,10099,0.9377,23,0.0023,NA,0,0,0,0,0,0,0,1
"App ID-185322","2015 Fall",28,3.67,0,"2015-02-15","2015-02-17","2015-03-12",56468,0,43064,27478,23450,38579,"2015-02-04","2015-03-16","2015-03-26",NA,120.06,61854,5055,0.9589,20,0.004,NA,0,0,1,0,1,0,0,0
"App ID-185326","2016 Fall",21,2.74,49,"2015-09-05","2015-09-15",NA,58103,0,NA,0,0,0,NA,NA,NA,NA,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,0,0,0,0,0
"App ID-185343","2016 Fall",18,3.71,85,"2015-12-11","2015-12-14",NA,59044,1,NA,0,0,0,NA,NA,NA,NA,577.86,53931,10538,0.9579,8,8e-04,NA,0,0,0,0,0,0,0,1
"App ID-185345","2016 Fall",26,2.97,0,"2015-12-01","2015-12-03","2016-03-02",56401,1,44668,27289,17000,46206,"2016-02-29","2016-04-25",NA,NA,128.09,48178,29469,0.9582,105,0.0036,NA,1,0,0,0,1,0,0,1
"App ID-185382","2015 Fall",25,3.65,74,"2015-02-13","2015-02-17",NA,58104,0,43064,15500,15500,18620,"2015-02-18","2015-03-18",NA,NA,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,0,0,0,0,0
"App ID-185386","2015 Fall",32,2.56,0,"2015-02-24","2015-02-26",NA,56425,0,43064,23238,14270,46054,"2015-02-18","2015-04-13",NA,NA,122.79,58310,7646,0.9912,71,0.0093,NA,0,0,0,1,0,0,0,0
"App ID-185410","2016 Fall",26,3.44,76,"2015-10-13","2015-10-14","2015-11-24",55122,0,44668,24850,24850,27615,"2016-03-08","2016-03-15",NA,NA,222.81,72969,30760,0.7873,79,0.0026,NA,0,0,1,1,1,0,0,0
"App ID-185417","2015 Fall",0,3.19,56,"2015-02-16","2015-02-17",NA,95377,0,43064,0,0,42178,"2015-03-11",NA,NA,NA,1402.07,96860,32453,0.5214,NA,NA,NA,0,0,0,1,0,1,0,0
"App ID-185418","2015 Fall",25,3.92,93,"2015-02-16","2015-03-30",NA,57004,0,NA,0,0,0,NA,NA,NA,NA,261.69,60042,3585,0.9668,2,6e-04,NA,0,0,0,0,0,0,0,0
"App ID-185432","2015 Fall",28,3.77,91,"2015-02-16","2015-02-25","2015-04-30",56547,0,43064,26742,23100,46254,"2015-03-03","2015-06-04","2015-03-26",NA,8.81,75000,2908,0.9409,25,0.0086,NA,0,0,0,1,0,0,0,0
"App ID-185433","2015 Fall",22,3.22,55,"2015-02-16","2015-03-10",NA,55044,0,43064,10500,10500,0,"2015-03-31","2015-03-31",NA,NA,227.98,101206,48915,0.9163,160,0.0033,1638,0,0,0,1,0,0,0,0
"App ID-185434","2016 Fall",28,3.57,84,"2015-09-13","2015-09-21","2016-03-07",55303,0,44668,19000,19000,0,"2016-02-26","2016-03-21",NA,NA,167.76,67734,46812,0.9024,98,0.0021,2157,0,0,0,0,0,0,0,0
"App ID-185502","2015 Fall",31,4,99,"2015-02-28","2015-03-05",NA,55371,0,43064,23750,23750,30212,"2015-03-03","2015-03-31","2015-03-06",NA,175.95,56971,16410,0.9589,24,0.0015,925,0,1,0,0,0,0,0,0
"App ID-185514","2015 Fall",17,2.7,15,"2015-05-18","2015-05-26","2015-06-03",30628,0,43064,30275,20500,46484,NA,"2015-06-09",NA,NA,1132.68,47311,6684,0.8561,NA,NA,NA,0,0,0,1,1,1,0,0
"App ID-185532","2015 Fall",24,3.16,48,"2015-02-20","2015-02-23",NA,91354,0,NA,0,0,0,NA,NA,NA,NA,1419.11,111098,29034,0.6947,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-185542","2015 Fall",21,2.76,13,"2015-02-22","2015-03-13","2015-03-23",58736,0,43064,24640,24640,36382,"2015-06-17","2015-06-17",NA,NA,183.97,37500,517,0.971,NA,NA,378,0,0,0,0,1,0,0,0
"App ID-185551","2015 Fall",26,3.41,0,"2015-02-22","2015-03-25",NA,85251,0,NA,0,0,0,NA,NA,NA,NA,1216.91,50159,37550,0.8748,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-185588","2016 Fall",26,3.92,86,"2015-08-25","2015-09-18","2015-10-19",58045,0,44668,22000,22000,0,"2016-03-15","2016-03-21","2016-02-01","2016-03-01",39.62,55219,2441,0.9853,24,0.0098,404,0,0,0,0,1,0,1,1
"App ID-185625","2015 Fall",30,3.9,91,"2015-02-26","2015-03-05",NA,58601,0,NA,0,0,0,NA,NA,NA,NA,284.04,70886,23643,0.9252,35,0.0015,2625,0,1,0,1,0,0,0,0
"App ID-185640","2015 Fall",21,2.9,44,"2015-03-03","2015-03-03","2015-05-05",89521,0,43064,29275,19500,46484,"2015-03-18","2015-04-13",NA,NA,1262.48,79187,26432,0.8175,NA,NA,NA,0,0,0,1,1,1,0,0
"App ID-185658","2016 Fall",34,4,99,"2016-01-04","2016-01-08",NA,56303,1,NA,0,0,0,NA,NA,NA,NA,150.84,44773,25838,0.8779,46,0.0018,NA,0,0,0,1,0,0,1,1
"App ID-185677","2016 Fall",33,4.08,99,"2015-08-14","2015-09-18",NA,56258,0,NA,0,0,0,NA,NA,NA,NA,173.52,49628,15523,0.8847,38,0.0024,NA,1,1,0,0,0,0,0,1
"App ID-185678","2016 Fall",29,4,99,"2015-10-06","2015-10-06",NA,58103,0,44668,17000,17000,0,"2016-02-05","2016-03-07","2016-02-01",NA,2.52,42616,48506,0.8627,521,0.0107,NA,1,0,0,0,0,1,0,1
"App ID-185686","2016 Fall",22,2.83,29,"2016-02-02","2016-02-12",NA,56332,1,44668,25200,19300,0,"2016-04-01","2016-04-29",NA,NA,85.15,61042,1255,0.9857,8,0.0064,1126,0,1,0,0,0,0,0,1
"App ID-185694","2016 Fall",29,2.87,50,"2015-09-07","2015-09-17","2016-04-29",55441,0,44668,15500,15500,0,"2016-02-04","2016-03-04",NA,NA,205.27,71811,17968,0.8236,78,0.0043,1789,1,0,0,1,1,0,0,0
"App ID-185718","2016 Fall",0,3.7,77,"2015-10-07","2015-11-10",NA,59901,0,NA,0,0,0,NA,NA,NA,NA,820.61,45163,49792,0.9537,44,9e-04,NA,0,0,0,1,0,0,0,0
"App ID-185734","2015 Fall",27,3.41,79,"2015-02-25","2015-03-30",NA,85204,0,NA,0,0,0,NA,NA,NA,NA,1217.62,43912,62767,0.8203,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-185739","2016 Fall",24,3.98,93,"2015-11-30","2015-11-30",NA,54751,1,NA,0,0,0,NA,NA,NA,NA,270,46375,25881,0.9269,24,9e-04,NA,0,1,1,0,0,0,1,1
"App ID-185798","2015 Fall",0,2.82,37,"2015-02-25","2015-03-10",NA,85234,0,NA,0,0,0,NA,NA,NA,NA,1218.61,78649,51823,0.8714,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-185927","2016 Fall",27,4,92,"2015-08-18","2015-08-19","2015-12-21",58104,0,44668,3665,3665,0,"2016-02-23","2016-03-10","2016-02-01",NA,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,1,1,1,0,1,1
"App ID-185997","2016 Fall",30,4,99,"2015-09-24","2015-10-07",NA,56751,0,NA,0,0,0,NA,NA,NA,NA,140.9,57500,5552,0.9618,40,0.0072,374,0,0,1,0,0,0,0,0
"App ID-186009","2016 Fall",32,4,99,"2015-09-28","2015-10-07","2016-05-02",58421,0,44668,21000,21000,0,"2016-04-04","2016-04-04","2016-02-01",NA,117.98,56518,2830,0.9859,13,0.0046,541,1,0,0,1,1,0,0,1
"App ID-186055","2016 Fall",24,3.45,65,"2015-10-11","2015-10-22","2016-02-18",55313,0,44668,17000,17000,1176,"2016-02-19","2016-03-11",NA,NA,181.05,69136,23214,0.9699,84,0.0036,1626,0,0,1,1,1,0,0,0
"App ID-186072","2016 Fall",24,3.72,78,"2015-10-04","2015-10-05","2015-12-21",56560,0,44668,17000,17000,0,"2016-03-01","2016-03-15",NA,NA,0.64,53139,41737,0.9084,951,0.0228,1356,0,1,0,1,1,0,1,1
"App ID-186154","2016 Fall",32,4,97,"2015-10-11","2015-10-26","2016-04-18",58554,0,44668,17000,17000,0,"2016-03-21","2016-03-21","2016-02-01",NA,194.95,59908,23664,0.9264,44,0.0019,3275,1,1,0,1,1,0,0,0
"App ID-186195","2016 Fall",34,3.4,0,"2015-12-08","2015-12-10",NA,54467,1,44668,0,0,32063,"2016-02-05",NA,"2016-02-01",NA,386.31,58440,13808,0.9388,1,1e-04,NA,0,0,0,1,0,0,0,0
"App ID-186230","2016 Fall",25,3.8,0,"2015-09-28","2015-10-05","2016-03-01",55125,0,44668,19500,19500,16647,"2016-02-05","2016-03-08",NA,NA,228.02,91259,43051,0.8276,120,0.0028,1543,1,1,0,0,1,0,1,1
"App ID-186244","2016 Fall",0,3.66,78,"2016-01-04",NA,NA,68130,1,NA,0,0,0,NA,NA,NA,NA,NA,96667,19185,0.9208,NA,NA,NA,0,0,0,0,0,0,1,1
"App ID-186275","2016 Fall",20,3.33,68,"2015-10-18","2015-10-27",NA,56379,0,NA,0,0,0,NA,NA,NA,NA,152.83,54983,16440,0.9509,28,0.0017,1078,1,0,0,0,0,0,0,0
"App ID-186282","2015 Fall",0,3.05,92,"2015-03-18","2015-06-01",NA,7111,0,NA,0,0,0,NA,NA,NA,NA,NA,38165,54268,0.0652,NA,NA,NA,0,0,0,0,0,1,0,0
"App ID-186283","2015 Fall",21,3.85,90,"2015-03-13","2015-03-25","2015-04-14",55117,0,43064,15500,15500,0,"2015-03-11","2015-03-31",NA,NA,218.47,45660,42928,0.5512,73,0.0017,1840,0,1,0,0,1,0,0,0
"App ID-186287","2016 Fall",26,3.7,80,"2015-10-20","2015-10-29",NA,56308,0,NA,0,0,0,NA,NA,NA,NA,94.45,51867,24208,0.9752,221,0.0091,1126,0,0,0,0,0,0,0,1
"App ID-186313","2015 Fall",27,3.28,58,"2015-02-28","2015-03-10",NA,55426,0,43064,25826,23320,37432,"2015-03-30","2015-03-31",NA,NA,209.4,61211,25504,0.7832,79,0.0031,NA,0,0,0,0,0,1,0,0
"App ID-186319","2015 Fall",25,3.02,47,"2015-03-01","2015-03-11","2015-04-22",61738,0,43064,20060,20060,29786,"2015-02-11","2015-03-31",NA,NA,572.05,58194,4494,0.9586,NA,NA,NA,0,0,0,1,1,0,0,0
"App ID-186322","2015 Fall",22,3.25,52,"2015-03-10","2015-03-30","2015-06-23",55005,0,43064,32345,22390,36667,"2015-03-11","2015-04-07",NA,NA,195.1,86442,4425,0.8945,11,0.0025,NA,0,0,1,1,1,0,0,0
"App ID-186327","2015 Fall",24,3.52,69,"2015-03-16","2015-03-19",NA,55304,0,43064,16860,16860,21620,"2015-04-07","2015-04-07",NA,NA,200.45,92392,46901,0.9383,111,0.0024,NA,0,0,0,0,0,0,0,0
"App ID-186329","2016 Fall",20,3.52,67,"2015-12-16",NA,NA,56560,1,NA,0,0,0,NA,NA,NA,NA,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,1,1
"App ID-186350","2016 Fall",30,3.7,64,"2015-10-13","2015-10-26","2016-02-23",58103,0,44668,19000,19000,18951,"2016-03-21","2016-03-21","2016-02-01","2016-04-11",2.52,42616,48506,0.8627,521,0.0107,NA,0,0,1,1,1,0,0,1
"App ID-186356","2015 Fall",26,3.79,81,"2015-03-02","2015-03-09","2015-03-09",56501,0,43064,16000,16000,0,"2015-03-03","2015-03-31",NA,NA,43.46,52268,16639,0.9237,179,0.0108,737,0,0,0,0,0,0,0,0
"App ID-186388","2015 Fall",20,2.93,36,"2015-03-02","2015-03-24",NA,85249,0,43064,17500,17500,26740,"2015-03-19","2015-03-31",NA,NA,1226.48,99910,39598,0.7945,NA,NA,NA,0,0,0,1,0,1,0,0
"App ID-186391","2015 Fall",23,3.51,65,"2015-03-03","2015-03-05",NA,55313,0,43064,24920,23710,36118,"2015-03-12","2015-03-26",NA,NA,181.05,69136,23214,0.9699,84,0.0036,1626,0,0,1,1,0,0,0,0
"App ID-186414","2015 Fall",26,2.89,39,"2015-03-03","2015-03-05",NA,58104,0,43064,10500,10500,0,"2015-03-12","2015-04-13",NA,NA,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,1,1,0,0,1,1
"App ID-186510","2016 Fall",18,3.07,48,"2016-02-04","2016-02-09",NA,56501,1,44668,12000,12000,0,"2016-02-19","2016-03-11",NA,NA,43.46,52268,16639,0.9237,179,0.0108,737,0,0,0,0,0,0,1,1
"App ID-186512","2016 Fall",18,3.52,69,"2015-12-09","2015-12-09",NA,55088,0,NA,0,0,0,NA,NA,NA,NA,230.31,81023,1767,0.9813,2,0.0011,1111,0,0,0,0,0,0,0,1
"App ID-186544","2016 Fall",20,3.63,87,"2015-09-12","2015-10-20",NA,55428,0,44668,26132,16140,46514,"2016-03-10","2016-03-15",NA,NA,204.35,44531,29623,0.6639,47,0.0016,1468,0,0,0,0,0,1,0,1
"App ID-186547","2016 Fall",21,3.09,64,"2015-10-29","2015-10-30",NA,55429,0,NA,0,0,0,NA,NA,NA,NA,205.9,42771,27137,0.5085,19,7e-04,1468,0,0,0,0,0,1,0,1
"App ID-186575","2015 Fall",22,3.75,-362,"2015-03-14","2015-03-16",NA,58104,0,NA,0,0,0,NA,NA,NA,NA,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,0,0,0,0,0
"App ID-186576","2015 Fall",25,2.84,20,"2015-03-08","2015-04-07","2015-04-30",55376,0,43064,26094,20000,0,"2015-04-07","2015-04-15",NA,NA,187.44,93679,16864,0.9413,43,0.0025,NA,0,1,1,1,1,0,0,1
"App ID-186580","2015 Fall",24,3.81,88,"2015-03-08","2015-03-16","2015-04-15",56304,0,43064,48943,33610,46054,"2015-03-24","2015-04-22",NA,NA,158.47,40921,16024,0.852,35,0.0022,NA,0,0,0,0,1,1,0,0
"App ID-186585","2016 Fall",28,3.35,62,"2015-08-30","2015-09-08",NA,56258,0,44668,17000,17000,0,"2016-02-09","2016-03-08",NA,NA,173.52,49628,15523,0.8847,38,0.0024,NA,0,0,1,1,0,0,0,1
"App ID-186586","2016 Fall",20,2.39,23,"2015-10-04","2015-10-12",NA,57104,0,44668,0,0,47758,"2016-04-14",NA,NA,NA,228.32,35710,25489,0.7462,7,3e-04,NA,0,0,0,0,0,1,0,1
"App ID-186601","2015 Fall",21,3.19,0,"2015-03-09","2015-04-06","2015-04-27",56425,0,43064,29723,14390,0,"2015-03-16","2015-04-09",NA,NA,122.79,58310,7646,0.9912,71,0.0093,NA,0,0,0,0,1,0,0,0
